registry	year	sex	age_range	population	total_population
84002000	1999	2	65-69	443769	13471098
84002000	1999	2	70-74	433035	13471098
84002000	1999	2	75-79	386302	13471098
84002000	1999	2	80-84	277312	13471098
84002000	1999	2	85	268871	13471098
84002000	2000	2	0-4	900288	13595589
84002000	2000	2	5-9	948286	13595589
84002000	2000	2	10-14	946019	13595589
84002000	2000	2	15-19	910200	13595589
84002000	2000	2	20-24	884902	13595589
84002000	2000	2	25-29	949572	13595589
84002000	2000	2	30-34	1012479	13595589
84002000	2000	2	35-39	1101427	13595589
84002000	2000	2	40-44	1098665	13595589
84002000	2000	2	45-49	1000082	13595589
84002000	2000	2	50-54	878967	13595589
84002000	2000	2	55-59	646345	13595589
84002000	2000	2	60-64	499254	13595589
84002000	2000	2	65-69	441528	13595589
84002000	2000	2	70-74	430053	13595589
84002000	2000	2	75-79	389974	13595589
84002000	2000	2	80-84	282562	13595589
84002000	2000	2	85	274986	13595589
84002000	2001	2	0-4	906455	13705794
84002000	2001	2	5-9	932389	13705794
84002000	2001	2	10-14	961114	13705794
84002000	2001	2	15-19	914141	13705794
84002000	2001	2	20-24	908908	13705794
84002000	2001	2	25-29	928520	13705794
84002000	2001	2	30-34	1021966	13705794
84002000	2001	2	35-39	1078340	13705794
84002000	2001	2	40-44	1107552	13705794
84002000	2001	2	45-49	1019342	13705794
84002000	2001	2	50-54	921676	13705794
84002000	2001	2	55-59	669792	13705794
84002000	2001	2	60-64	511190	13705794
84002000	2001	2	65-69	439722	13705794
84002000	2001	2	70-74	424747	13705794
84002000	2001	2	75-79	389275	13705794
84002000	2001	2	80-84	290914	13705794
84002000	2001	2	85	279751	13705794
84002000	2002	2	0-4	908904	13781716
84002000	2002	2	5-9	915414	13781716
84002000	2002	2	10-14	971861	13781716
84002000	2002	2	15-19	917295	13781716
84002000	2002	2	20-24	924347	13781716
84002000	2002	2	25-29	916105	13781716
84002000	2002	2	30-34	1020283	13781716
84002000	2002	2	35-39	1050996	13781716
84002000	2002	2	40-44	1105560	13781716
84002000	2002	2	45-49	1040178	13781716
84002000	2002	2	50-54	921759	13781716
84002000	2002	2	55-59	729448	13781716
84002000	2002	2	60-64	530156	13781716
84002000	2002	2	65-69	441074	13781716
84002000	2002	2	70-74	418391	13781716
84002000	2002	2	75-79	387027	13781716
84002000	2002	2	80-84	299042	13781716
84002000	2002	2	85	283876	13781716
84002000	2003	2	0-4	914749	13856312
84002000	2003	2	5-9	900854	13856312
84002000	2003	2	10-14	976096	13856312
84002000	2003	2	15-19	923899	13856312
84002000	2003	2	20-24	933456	13856312
84002000	2003	2	25-29	914983	13856312
84002000	2003	2	30-34	1007515	13856312
84002000	2003	2	35-39	1025676	13856312
84002000	2003	2	40-44	1102031	13856312
84002000	2003	2	45-49	1055611	13856312
84002000	2003	2	50-54	936201	13856312
84002000	2003	2	55-59	764284	13856312
84002000	2003	2	60-64	561173	13856312
84002000	2003	2	65-69	448073	13856312
84002000	2003	2	70-74	412355	13856312
84002000	2003	2	75-79	384822	13856312
84002000	2003	2	80-84	304091	13856312
84002000	2003	2	85	290443	13856312
84002000	2004	2	0-4	921414	13942122
84002000	2004	2	5-9	893563	13942122
84002000	2004	2	10-14	973776	13942122
84002000	2004	2	15-19	934981	13942122
84002000	2004	2	20-24	937941	13942122
84002000	2004	2	25-29	923716	13942122
84002000	2004	2	30-34	987924	13942122
84002000	2004	2	35-39	1006119	13942122
84002000	2004	2	40-44	1100199	13942122
84002000	2004	2	45-49	1066215	13942122
84002000	2004	2	50-54	956124	13942122
84002000	2004	2	55-59	802179	13942122
84002000	2004	2	60-64	588521	13942122
84002000	2004	2	65-69	457777	13942122
84002000	2004	2	70-74	406451	13942122
84002000	2004	2	75-79	379793	13942122
84002000	2004	2	80-84	310114	13942122
84002000	2004	2	85	295315	13942122
84002000	2005	2	0-4	926702	14045528
84002000	2005	2	5-9	889901	14045528
84002000	2005	2	10-14	963260	14045528
84002000	2005	2	15-19	951142	14045528
84002000	2005	2	20-24	936288	14045528
84002000	2005	2	25-29	941924	14045528
84002000	2005	2	30-34	963741	14045528
84002000	2005	2	35-39	1007634	14045528
84002000	2005	2	40-44	1086017	14045528
84002000	2005	2	45-49	1078163	14045528
84002000	2005	2	50-54	975575	14045528
84002000	2005	2	55-59	846702	14045528
84002000	2005	2	60-64	611503	14045528
84002000	2005	2	65-69	468028	14045528
84002000	2005	2	70-74	404723	14045528
84002000	2005	2	75-79	375813	14045528
84002000	2005	2	80-84	314072	14045528
84002000	2005	2	85	304340	14045528
84002000	2006	2	0-4	930263	14190920
84002000	2006	2	5-9	899906	14190920
84002000	2006	2	10-14	955501	14190920
84002000	2006	2	15-19	966979	14190920
84002000	2006	2	20-24	937572	14190920
84002000	2006	2	25-29	971787	14190920
84002000	2006	2	30-34	943832	14190920
84002000	2006	2	35-39	1018241	14190920
84002000	2006	2	40-44	1066301	14190920
84002000	2006	2	45-49	1088028	14190920
84002000	2006	2	50-54	998377	14190920
84002000	2006	2	55-59	890525	14190920
84002000	2006	2	60-64	636013	14190920
84002000	2006	2	65-69	480781	14190920
84002000	2006	2	70-74	404648	14190920
84002000	2006	2	75-79	372205	14190920
84002000	2006	2	80-84	314710	14190920
84002000	2006	2	85	315251	14190920
84002000	2007	2	0-4	939089	14325687
84002000	2007	2	5-9	908613	14325687
84002000	2007	2	10-14	947229	14325687
84002000	2007	2	15-19	978750	14325687
84002000	2007	2	20-24	935660	14325687
84002000	2007	2	25-29	994333	14325687
84002000	2007	2	30-34	938953	14325687
84002000	2007	2	35-39	1020930	14325687
84002000	2007	2	40-44	1044547	14325687
84002000	2007	2	45-49	1089521	14325687
84002000	2007	2	50-54	1023790	14325687
84002000	2007	2	55-59	895108	14325687
84002000	2007	2	60-64	695415	14325687
84002000	2007	2	65-69	500054	14325687
84002000	2007	2	70-74	406765	14325687
84002000	2007	2	75-79	367528	14325687
84002000	2007	2	80-84	314167	14325687
84002000	2007	2	85	325235	14325687
84002000	2008	2	0-4	944760	14465662
84002000	2008	2	5-9	921639	14465662
84002000	2008	2	10-14	942168	14465662
84002000	2008	2	15-19	985827	14465662
84002000	2008	2	20-24	942101	14465662
84002000	2008	2	25-29	1010613	14465662
84002000	2008	2	30-34	947650	14465662
84002000	2008	2	35-39	1015383	14465662
84002000	2008	2	40-44	1023594	14465662
84002000	2008	2	45-49	1089015	14465662
84002000	2008	2	50-54	1043481	14465662
84002000	2008	2	55-59	913649	14465662
84002000	2008	2	60-64	730893	14465662
84002000	2008	2	65-69	531457	14465662
84002000	2008	2	70-74	413621	14465662
84002000	2008	2	75-79	362745	14465662
84002000	2008	2	80-84	313070	14465662
84002000	2008	2	85	333996	14465662
84002000	2009	2	0-4	943627	14606190
84002000	2009	2	5-9	937516	14606190
84002000	2009	2	10-14	942929	14606190
84002000	2009	2	15-19	985402	14606190
84002000	2009	2	20-24	952811	14606190
84002000	2009	2	25-29	1016243	14606190
84002000	2009	2	30-34	965376	14606190
84002000	2009	2	35-39	1001398	14606190
84002000	2009	2	40-44	1007832	14606190
84002000	2009	2	45-49	1089829	14606190
84002000	2009	2	50-54	1057445	14606190
84002000	2009	2	55-59	937875	14606190
84002000	2009	2	60-64	771005	14606190
84002000	2009	2	65-69	560045	14606190
84002000	2009	2	70-74	423561	14606190
84002000	2009	2	75-79	359242	14606190
84002000	2009	2	80-84	310196	14606190
84002000	2009	2	85	343858	14606190
84002000	2010	2	0-4	942932	14728138
84002000	2010	2	5-9	945566	14728138
84002000	2010	2	10-14	945129	14728138
84002000	2010	2	15-19	977203	14728138
84002000	2010	2	20-24	963990	14728138
84002000	2010	2	25-29	1013353	14728138
84002000	2010	2	30-34	986547	14728138
84002000	2010	2	35-39	980289	14728138
84002000	2010	2	40-44	1009622	14728138
84002000	2010	2	45-49	1077139	14728138
84002000	2010	2	50-54	1071401	14728138
84002000	2010	2	55-59	961237	14728138
84002000	2010	2	60-64	816144	14728138
84002000	2010	2	65-69	584315	14728138
84002000	2010	2	70-74	433351	14728138
84002000	2010	2	75-79	357693	14728138
84002000	2010	2	80-84	308389	14728138
84002000	2010	2	85	353838	14728138
84002000	2011	2	0-4	941920	14856139
84002000	2011	2	5-9	947337	14856139
84002000	2011	2	10-14	950388	14856139
84002000	2011	2	15-19	966827	14856139
84002000	2011	2	20-24	983361	14856139
84002000	2011	2	25-29	1016827	14856139
84002000	2011	2	30-34	1010345	14856139
84002000	2011	2	35-39	960702	14856139
84002000	2011	2	40-44	1020261	14856139
84002000	2011	2	45-49	1055850	14856139
84002000	2011	2	50-54	1079715	14856139
84002000	2011	2	55-59	984120	14856139
84002000	2011	2	60-64	859609	14856139
84002000	2011	2	65-69	606757	14856139
84002000	2011	2	70-74	445904	14856139
84002000	2011	2	75-79	358355	14856139
84002000	2011	2	80-84	306398	14856139
84002000	2011	2	85	361463	14856139
84002000	2012	2	0-4	936062	14985778
84002000	2012	2	5-9	954415	14985778
84002000	2012	2	10-14	951835	14985778
84002000	2012	2	15-19	958205	14985778
84002000	2012	2	20-24	1002092	14985778
84002000	2012	2	25-29	1018271	14985778
84002000	2012	2	30-34	1031431	14985778
84002000	2012	2	35-39	960499	14985778
84002000	2012	2	40-44	1022830	14985778
84002000	2012	2	45-49	1036012	14985778
84002000	2012	2	50-54	1080755	14985778
84002000	2012	2	55-59	1007552	14985778
84002000	2012	2	60-64	864829	14985778
84002000	2012	2	65-69	661978	14985778
84002000	2012	2	70-74	464861	14985778
84002000	2012	2	75-79	360929	14985778
84002000	2012	2	80-84	303392	14985778
84002000	2012	2	85	369830	14985778
84002001	1978	1	0-4	621319	8672869
84002001	1978	1	5-9	674920	8672869
84002001	1978	1	10-14	749982	8672869
84002001	1978	1	15-19	835445	8672869
84002001	1978	1	20-24	822137	8672869
84002001	1978	1	25-29	779265	8672869
84002001	1978	1	30-34	687011	8672869
84002001	1978	1	35-39	545274	8672869
84002001	1978	1	40-44	455564	8672869
84002001	1978	1	45-49	455402	8672869
84002001	1978	1	50-54	475519	8672869
84002001	1978	1	55-59	446425	8672869
84002001	1978	1	60-64	370166	8672869
84002001	1978	1	65-69	283085	8672869
84002001	1978	1	70-74	204037	8672869
84002001	1978	1	75-79	132406	8672869
84002001	1978	1	80-84	80599	8672869
84002001	1978	1	85	54313	8672869
84002001	1979	1	0-4	635978	8734930
84002001	1979	1	5-9	653731	8734930
84002001	1979	1	10-14	724386	8734930
84002001	1979	1	15-19	826050	8734930
84002001	1979	1	20-24	835069	8734930
84002001	1979	1	25-29	797022	8734930
84002001	1979	1	30-34	715416	8734930
84002001	1979	1	35-39	569250	8734930
84002001	1979	1	40-44	462583	8734930
84002001	1979	1	45-49	445807	8734930
84002001	1979	1	50-54	468807	8734930
84002001	1979	1	55-59	452450	8734930
84002001	1979	1	60-64	376310	8734930
84002001	1979	1	65-69	291356	8734930
84002001	1979	1	70-74	207862	8734930
84002001	1979	1	75-79	136670	8734930
84002001	1979	1	80-84	80046	8734930
84002001	1979	1	85	56137	8734930
84002001	1980	1	0-4	650779	8792054
84002001	1980	1	5-9	634283	8792054
84002001	1980	1	10-14	710548	8792054
84002001	1980	1	15-19	808404	8792054
84002001	1980	1	20-24	841533	8792054
84002001	1980	1	25-29	817476	8792054
84002001	1980	1	30-34	741894	8792054
84002001	1980	1	35-39	587638	8792054
84002001	1980	1	40-44	468221	8792054
84002001	1980	1	45-49	436432	8792054
84002001	1980	1	50-54	464562	8792054
84002001	1980	1	55-59	456340	8792054
84002001	1980	1	60-64	383306	8792054
84002001	1980	1	65-69	299628	8792054
84002001	1980	1	70-74	212932	8792054
84002001	1980	1	75-79	139874	8792054
84002001	1980	1	80-84	80554	8792054
84002001	1980	1	85	57650	8792054
84002001	1981	1	0-4	666961	8823566
84002001	1981	1	5-9	613735	8823566
84002001	1981	1	10-14	707792	8823566
84002001	1981	1	15-19	776868	8823566
84002001	1981	1	20-24	840621	8823566
84002001	1981	1	25-29	832076	8823566
84002001	1981	1	30-34	776048	8823566
84002001	1981	1	35-39	595770	8823566
84002001	1981	1	40-44	478533	8823566
84002001	1981	1	45-49	431699	8823566
84002001	1981	1	50-54	458199	8823566
84002001	1981	1	55-59	448687	8823566
84002001	1981	1	60-64	390414	8823566
84002001	1981	1	65-69	304566	8823566
84002001	1981	1	70-74	218377	8823566
84002001	1981	1	75-79	143381	8823566
84002001	1981	1	80-84	81589	8823566
84002001	1981	1	85	58250	8823566
84002001	1982	1	0-4	673958	8842671
84002001	1982	1	5-9	610816	8842671
84002001	1982	1	10-14	692693	8842671
84002001	1982	1	15-19	745407	8842671
84002001	1982	1	20-24	829529	8842671
84002001	1982	1	25-29	847467	8842671
84002001	1982	1	30-34	767087	8842671
84002001	1982	1	35-39	643274	8842671
84002001	1982	1	40-44	494727	8842671
84002001	1982	1	45-49	431119	8842671
84002001	1982	1	50-54	447730	8842671
84002001	1982	1	55-59	439466	8842671
84002001	1982	1	60-64	395301	8842671
84002001	1982	1	65-69	310439	8842671
84002001	1982	1	70-74	224492	8842671
84002001	1982	1	75-79	146907	8842671
84002001	1982	1	80-84	83392	8842671
84002001	1982	1	85	58867	8842671
84002001	1983	1	0-4	681499	8883099
84002001	1983	1	5-9	618507	8883099
84002001	1983	1	10-14	674775	8883099
84002001	1983	1	15-19	718064	8883099
84002001	1983	1	20-24	820195	8883099
84002001	1983	1	25-29	860196	8883099
84002001	1983	1	30-34	777094	8883099
84002001	1983	1	35-39	661108	8883099
84002001	1983	1	40-44	524516	8883099
84002001	1983	1	45-49	438530	8883099
84002001	1983	1	50-54	434272	8883099
84002001	1983	1	55-59	436312	8883099
84002001	1983	1	60-64	394610	8883099
84002001	1983	1	65-69	316703	8883099
84002001	1983	1	70-74	230766	8883099
84002001	1983	1	75-79	150991	8883099
84002001	1983	1	80-84	85332	8883099
84002001	1983	1	85	59629	8883099
84002001	1984	1	0-4	681951	8932414
84002001	1984	1	5-9	631196	8932414
84002001	1984	1	10-14	651957	8932414
84002001	1984	1	15-19	696380	8932414
84002001	1984	1	20-24	811834	8932414
84002001	1984	1	25-29	868166	8932414
84002001	1984	1	30-34	793256	8932414
84002001	1984	1	35-39	688134	8932414
84002001	1984	1	40-44	546809	8932414
84002001	1984	1	45-49	448694	8932414
84002001	1984	1	50-54	424874	8932414
84002001	1984	1	55-59	430977	8932414
84002001	1984	1	60-64	397707	8932414
84002001	1984	1	65-69	321340	8932414
84002001	1984	1	70-74	235988	8932414
84002001	1984	1	75-79	155306	8932414
84002001	1984	1	80-84	87461	8932414
84002001	1984	1	85	60384	8932414
84002001	1985	1	0-4	683207	8990035
84002001	1985	1	5-9	645109	8990035
84002001	1985	1	10-14	631008	8990035
84002001	1985	1	15-19	687394	8990035
84002001	1985	1	20-24	797094	8990035
84002001	1985	1	25-29	870786	8990035
84002001	1985	1	30-34	813392	8990035
84002001	1985	1	35-39	715746	8990035
84002001	1985	1	40-44	567622	8990035
84002001	1985	1	45-49	455863	8990035
84002001	1985	1	50-54	419566	8990035
84002001	1985	1	55-59	425441	8990035
84002001	1985	1	60-64	399873	8990035
84002001	1985	1	65-69	326311	8990035
84002001	1985	1	70-74	241249	8990035
84002001	1985	1	75-79	159922	8990035
84002001	1985	1	80-84	89568	8990035
84002001	1985	1	85	60884	8990035
84002001	1986	1	0-4	682766	9048620
84002001	1986	1	5-9	658991	9048620
84002001	1986	1	10-14	607159	9048620
84002001	1986	1	15-19	686052	9048620
84002001	1986	1	20-24	773798	9048620
84002001	1986	1	25-29	874340	9048620
84002001	1986	1	30-34	830951	9048620
84002001	1986	1	35-39	755154	9048620
84002001	1986	1	40-44	582623	9048620
84002001	1986	1	45-49	467915	9048620
84002001	1986	1	50-54	415261	9048620
84002001	1986	1	55-59	420817	9048620
84002001	1986	1	60-64	395119	9048620
84002001	1986	1	65-69	334063	9048620
84002001	1986	1	70-74	244850	9048620
84002001	1986	1	75-79	164754	9048620
84002001	1986	1	80-84	92059	9048620
84002001	1986	1	85	61948	9048620
84002001	1987	1	0-4	683285	9105937
84002001	1987	1	5-9	668016	9105937
84002001	1987	1	10-14	604820	9105937
84002001	1987	1	15-19	675908	9105937
84002001	1987	1	20-24	748336	9105937
84002001	1987	1	25-29	866535	9105937
84002001	1987	1	30-34	848524	9105937
84002001	1987	1	35-39	752413	9105937
84002001	1987	1	40-44	635867	9105937
84002001	1987	1	45-49	486621	9105937
84002001	1987	1	50-54	415620	9105937
84002001	1987	1	55-59	413200	9105937
84002001	1987	1	60-64	389845	9105937
84002001	1987	1	65-69	339759	9105937
84002001	1987	1	70-74	249587	9105937
84002001	1987	1	75-79	170117	9105937
84002001	1987	1	80-84	94244	9105937
84002001	1987	1	85	63240	9105937
84002001	1988	1	0-4	686794	9171061
84002001	1988	1	5-9	675880	9171061
84002001	1988	1	10-14	612913	9171061
84002001	1988	1	15-19	662816	9171061
84002001	1988	1	20-24	725534	9171061
84002001	1988	1	25-29	856796	9171061
84002001	1988	1	30-34	861014	9171061
84002001	1988	1	35-39	765948	9171061
84002001	1988	1	40-44	659869	9171061
84002001	1988	1	45-49	517738	9171061
84002001	1988	1	50-54	423411	9171061
84002001	1988	1	55-59	401648	9171061
84002001	1988	1	60-64	389287	9171061
84002001	1988	1	65-69	340825	9171061
84002001	1988	1	70-74	255046	9171061
84002001	1988	1	75-79	174576	9171061
84002001	1988	1	80-84	97001	9171061
84002001	1988	1	85	63965	9171061
84002001	1989	1	0-4	696333	9232664
84002001	1989	1	5-9	679129	9232664
84002001	1989	1	10-14	626710	9232664
84002001	1989	1	15-19	644727	9232664
84002001	1989	1	20-24	706991	9232664
84002001	1989	1	25-29	844132	9232664
84002001	1989	1	30-34	864690	9232664
84002001	1989	1	35-39	782400	9232664
84002001	1989	1	40-44	689627	9232664
84002001	1989	1	45-49	539898	9232664
84002001	1989	1	50-54	431592	9232664
84002001	1989	1	55-59	392401	9232664
84002001	1989	1	60-64	385584	9232664
84002001	1989	1	65-69	343980	9232664
84002001	1989	1	70-74	259426	9232664
84002001	1989	1	75-79	179120	9232664
84002001	1989	1	80-84	100361	9232664
84002001	1989	1	85	65563	9232664
84002001	1990	1	0-4	709007	9324817
84002001	1990	1	5-9	683412	9324817
84002001	1990	1	10-14	645019	9324817
84002001	1990	1	15-19	629389	9324817
84002001	1990	1	20-24	701890	9324817
84002001	1990	1	25-29	829571	9324817
84002001	1990	1	30-34	869262	9324817
84002001	1990	1	35-39	802824	9324817
84002001	1990	1	40-44	722215	9324817
84002001	1990	1	45-49	558445	9324817
84002001	1990	1	50-54	437021	9324817
84002001	1990	1	55-59	388611	9324817
84002001	1990	1	60-64	381961	9324817
84002001	1990	1	65-69	346062	9324817
84002001	1990	1	70-74	264839	9324817
84002001	1990	1	75-79	184119	9324817
84002001	1990	1	80-84	103913	9324817
84002001	1990	1	85	67257	9324817
84002001	1991	1	0-4	714102	9430096
84002001	1991	1	5-9	686026	9430096
84002001	1991	1	10-14	665566	9430096
84002001	1991	1	15-19	616225	9430096
84002001	1991	1	20-24	696237	9430096
84002001	1991	1	25-29	811246	9430096
84002001	1991	1	30-34	883132	9430096
84002001	1991	1	35-39	825935	9430096
84002001	1991	1	40-44	759791	9430096
84002001	1991	1	45-49	569914	9430096
84002001	1991	1	50-54	449953	9430096
84002001	1991	1	55-59	387803	9430096
84002001	1991	1	60-64	380833	9430096
84002001	1991	1	65-69	342208	9430096
84002001	1991	1	70-74	272358	9430096
84002001	1991	1	75-79	191121	9430096
84002001	1991	1	80-84	107781	9430096
84002001	1991	1	85	69865	9430096
84002001	1992	1	0-4	718198	9546388
84002001	1992	1	5-9	685335	9546388
84002001	1992	1	10-14	681058	9546388
84002001	1992	1	15-19	621424	9546388
84002001	1992	1	20-24	689690	9546388
84002001	1992	1	25-29	792781	9546388
84002001	1992	1	30-34	891560	9546388
84002001	1992	1	35-39	849027	9546388
84002001	1992	1	40-44	757295	9546388
84002001	1992	1	45-49	624543	9546388
84002001	1992	1	50-54	468579	9546388
84002001	1992	1	55-59	391593	9546388
84002001	1992	1	60-64	375740	9546388
84002001	1992	1	65-69	338084	9546388
84002001	1992	1	70-74	280101	9546388
84002001	1992	1	75-79	196602	9546388
84002001	1992	1	80-84	112645	9546388
84002001	1992	1	85	72133	9546388
84002001	1993	1	0-4	721194	9645535
84002001	1993	1	5-9	688378	9645535
84002001	1993	1	10-14	696870	9645535
84002001	1993	1	15-19	634714	9645535
84002001	1993	1	20-24	677201	9645535
84002001	1993	1	25-29	773245	9645535
84002001	1993	1	30-34	891717	9645535
84002001	1993	1	35-39	865597	9645535
84002001	1993	1	40-44	769335	9645535
84002001	1993	1	45-49	644655	9645535
84002001	1993	1	50-54	499106	9645535
84002001	1993	1	55-59	400083	9645535
84002001	1993	1	60-64	367004	9645535
84002001	1993	1	65-69	338659	9645535
84002001	1993	1	70-74	284064	9645535
84002001	1993	1	75-79	201774	9645535
84002001	1993	1	80-84	116788	9645535
84002001	1993	1	85	75151	9645535
84002001	1994	1	0-4	716585	9726018
84002001	1994	1	5-9	694606	9726018
84002001	1994	1	10-14	701791	9726018
84002001	1994	1	15-19	652150	9726018
84002001	1994	1	20-24	662678	9726018
84002001	1994	1	25-29	758064	9726018
84002001	1994	1	30-34	888635	9726018
84002001	1994	1	35-39	876173	9726018
84002001	1994	1	40-44	785084	9726018
84002001	1994	1	45-49	670967	9726018
84002001	1994	1	50-54	519942	9726018
84002001	1994	1	55-59	409890	9726018
84002001	1994	1	60-64	360005	9726018
84002001	1994	1	65-69	336132	9726018
84002001	1994	1	70-74	287196	9726018
84002001	1994	1	75-79	206583	9726018
84002001	1994	1	80-84	121355	9726018
84002001	1994	1	85	78182	9726018
84002001	1995	1	0-4	707627	9814843
84002001	1995	1	5-9	703511	9814843
84002001	1995	1	10-14	704703	9814843
84002001	1995	1	15-19	672435	9814843
84002001	1995	1	20-24	651629	9814843
84002001	1995	1	25-29	754056	9814843
84002001	1995	1	30-34	876944	9814843
84002001	1995	1	35-39	885176	9814843
84002001	1995	1	40-44	802049	9814843
84002001	1995	1	45-49	699384	9814843
84002001	1995	1	50-54	539666	9814843
84002001	1995	1	55-59	415761	9814843
84002001	1995	1	60-64	357738	9814843
84002001	1995	1	65-69	334712	9814843
84002001	1995	1	70-74	289805	9814843
84002001	1995	1	75-79	211012	9814843
84002001	1995	1	80-84	126907	9814843
84002001	1995	1	85	81728	9814843
84002001	1996	1	0-4	699934	9898846
84002001	1996	1	5-9	712815	9898846
84002001	1996	1	10-14	708363	9898846
84002001	1996	1	15-19	691567	9898846
84002001	1996	1	20-24	638977	9898846
84002001	1996	1	25-29	758220	9898846
84002001	1996	1	30-34	856725	9898846
84002001	1996	1	35-39	891414	9898846
84002001	1996	1	40-44	818629	9898846
84002001	1996	1	45-49	734050	9898846
84002001	1996	1	50-54	551576	9898846
84002001	1996	1	55-59	426600	9898846
84002001	1996	1	60-64	355184	9898846
84002001	1996	1	65-69	333450	9898846
84002001	1996	1	70-74	286681	9898846
84002001	1996	1	75-79	217660	9898846
84002001	1996	1	80-84	132009	9898846
84002001	1996	1	85	84992	9898846
84002001	1997	1	0-4	695008	9985729
84002001	1997	1	5-9	722282	9985729
84002001	1997	1	10-14	709604	9985729
84002001	1997	1	15-19	706101	9985729
84002001	1997	1	20-24	642992	9985729
84002001	1997	1	25-29	755652	9985729
84002001	1997	1	30-34	833916	9985729
84002001	1997	1	35-39	890552	9985729
84002001	1997	1	40-44	834354	9985729
84002001	1997	1	45-49	730496	9985729
84002001	1997	1	50-54	605255	9985729
84002001	1997	1	55-59	442733	9985729
84002001	1997	1	60-64	356721	9985729
84002001	1997	1	65-69	327598	9985729
84002001	1997	1	70-74	283922	9985729
84002001	1997	1	75-79	223662	9985729
84002001	1997	1	80-84	136206	9985729
84002001	1997	1	85	88675	9985729
84002001	1998	1	0-4	692720	10066304
84002001	1998	1	5-9	728616	10066304
84002001	1998	1	10-14	713146	10066304
84002001	1998	1	15-19	717513	10066304
84002001	1998	1	20-24	654582	10066304
84002001	1998	1	25-29	749174	10066304
84002001	1998	1	30-34	812528	10066304
84002001	1998	1	35-39	883727	10066304
84002001	1998	1	40-44	846577	10066304
84002001	1998	1	45-49	743166	10066304
84002001	1998	1	50-54	626906	10066304
84002001	1998	1	55-59	470809	10066304
84002001	1998	1	60-64	363449	10066304
84002001	1998	1	65-69	318991	10066304
84002001	1998	1	70-74	284739	10066304
84002001	1998	1	75-79	226728	10066304
84002001	1998	1	80-84	140488	10066304
84002001	1998	1	85	92445	10066304
84002001	1999	1	0-4	692356	10135731
84002001	1999	1	5-9	729188	10135731
84002001	1999	1	10-14	721646	10135731
84002001	1999	1	15-19	720430	10135731
84002001	1999	1	20-24	671785	10135731
84002001	1999	1	25-29	737777	10135731
84002001	1999	1	30-34	794768	10135731
84002001	1999	1	35-39	873424	10135731
84002001	1999	1	40-44	851845	10135731
84002001	1999	1	45-49	759077	10135731
84002001	1999	1	50-54	654359	10135731
84002001	1999	1	55-59	489887	10135731
84002001	1999	1	60-64	370430	10135731
84002001	1999	1	65-69	313486	10135731
84002001	1999	1	70-74	284422	10135731
84002001	1999	1	75-79	230212	10135731
84002001	1999	1	80-84	144387	10135731
84002001	1999	1	85	96252	10135731
84002001	2000	1	0-4	691817	10200399
84002001	2000	1	5-9	721535	10200399
84002001	2000	1	10-14	730545	10200399
84002001	2000	1	15-19	721603	10200399
84002001	2000	1	20-24	692636	10200399
84002001	2000	1	25-29	726619	10200399
84002001	2000	1	30-34	787200	10200399
84002001	2000	1	35-39	856511	10200399
84002001	2000	1	40-44	855739	10200399
84002001	2000	1	45-49	775922	10200399
84002001	2000	1	50-54	683567	10200399
84002001	2000	1	55-59	507717	10200399
84002001	2000	1	60-64	373713	10200399
84002001	2000	1	65-69	311244	10200399
84002001	2000	1	70-74	284112	10200399
84002001	2000	1	75-79	232606	10200399
84002001	2000	1	80-84	148091	10200399
84002001	2000	1	85	99222	10200399
84002001	2001	1	0-4	694504	10249827
84002001	2001	1	5-9	707069	10249827
84002001	2001	1	10-14	736435	10249827
84002001	2001	1	15-19	724741	10249827
84002001	2001	1	20-24	708842	10249827
84002001	2001	1	25-29	704584	10249827
84002001	2001	1	30-34	791079	10249827
84002001	2001	1	35-39	833713	10249827
84002001	2001	1	40-44	860933	10249827
84002001	2001	1	45-49	789590	10249827
84002001	2001	1	50-54	712179	10249827
84002001	2001	1	55-59	522916	10249827
84002001	2001	1	60-64	383591	10249827
84002001	2001	1	65-69	309096	10249827
84002001	2001	1	70-74	282700	10249827
84002001	2001	1	75-79	232071	10249827
84002001	2001	1	80-84	153378	10249827
84002001	2001	1	85	102406	10249827
84002001	2002	1	0-4	695248	10264364
84002001	2002	1	5-9	693498	10264364
84002001	2002	1	10-14	737703	10264364
84002001	2002	1	15-19	723431	10264364
84002001	2002	1	20-24	719122	10264364
84002001	2002	1	25-29	690571	10264364
84002001	2002	1	30-34	781785	10264364
84002001	2002	1	35-39	806062	10264364
84002001	2002	1	40-44	855458	10264364
84002001	2002	1	45-49	802432	10264364
84002001	2002	1	50-54	707008	10264364
84002001	2002	1	55-59	567689	10264364
84002001	2002	1	60-64	399639	10264364
84002001	2002	1	65-69	310469	10264364
84002001	2002	1	70-74	278304	10264364
84002001	2002	1	75-79	231878	10264364
84002001	2002	1	80-84	158386	10264364
84002001	2002	1	85	105681	10264364
84002001	2003	1	0-4	697380	10273134
84002001	2003	1	5-9	680963	10273134
84002001	2003	1	10-14	737192	10273134
84002001	2003	1	15-19	721084	10273134
84002001	2003	1	20-24	726751	10273134
84002001	2003	1	25-29	684724	10273134
84002001	2003	1	30-34	761803	10273134
84002001	2003	1	35-39	781293	10273134
84002001	2003	1	40-44	846040	10273134
84002001	2003	1	45-49	812138	10273134
84002001	2003	1	50-54	715742	10273134
