registry	year	sex	age_range	population	total_population
7600200	1993	1	0-4	49043	457485
7600200	1993	1	5-9	50690	457485
7600200	1993	1	10-14	51067	457485
7600200	1993	1	15-19	49537	457485
7600200	1993	1	20-24	49494	457485
7600200	1993	1	25-29	44534	457485
7600200	1993	1	30-34	37714	457485
7600200	1993	1	35-39	31341	457485
7600200	1993	1	40-44	25113	457485
7600200	1993	1	45-49	19394	457485
7600200	1993	1	50-54	15261	457485
7600200	1993	1	55-59	11486	457485
7600200	1993	1	60-64	8725	457485
7600200	1993	1	65-69	5888	457485
7600200	1993	1	70-74	3763	457485
7600200	1993	1	75-79	2456	457485
7600200	1993	1	80-84	1979	457485
7600200	1993	1	85	0	457485
7600200	1994	1	0-4	49856	465084
7600200	1994	1	5-9	51532	465084
7600200	1994	1	10-14	51915	465084
7600200	1994	1	15-19	50361	465084
7600200	1994	1	20-24	50316	465084
7600200	1994	1	25-29	45274	465084
7600200	1994	1	30-34	38341	465084
7600200	1994	1	35-39	31862	465084
7600200	1994	1	40-44	25530	465084
7600200	1994	1	45-49	19716	465084
7600200	1994	1	50-54	15515	465084
7600200	1994	1	55-59	11677	465084
7600200	1994	1	60-64	8870	465084
7600200	1994	1	65-69	5986	465084
7600200	1994	1	70-74	3825	465084
7600200	1994	1	75-79	2496	465084
7600200	1994	1	80-84	2012	465084
7600200	1994	1	85	0	465084
7600200	1995	1	0-4	50650	472495
7600200	1995	1	5-9	52354	472495
7600200	1995	1	10-14	52743	472495
7600200	1995	1	15-19	51163	472495
7600200	1995	1	20-24	51118	472495
7600200	1995	1	25-29	45995	472495
7600200	1995	1	30-34	38952	472495
7600200	1995	1	35-39	32369	472495
7600200	1995	1	40-44	25937	472495
7600200	1995	1	45-49	20030	472495
7600200	1995	1	50-54	15762	472495
7600200	1995	1	55-59	11863	472495
7600200	1995	1	60-64	9011	472495
7600200	1995	1	65-69	6082	472495
7600200	1995	1	70-74	3886	472495
7600200	1995	1	75-79	2536	472495
7600200	1995	1	80-84	2044	472495
7600200	1995	1	85	0	472495
7600200	1996	1	0-4	44442	478939
7600200	1996	1	5-9	46621	478939
7600200	1996	1	10-14	50120	478939
7600200	1996	1	15-19	53823	478939
7600200	1996	1	20-24	51582	478939
7600200	1996	1	25-29	45163	478939
7600200	1996	1	30-34	41453	478939
7600200	1996	1	35-39	35130	478939
7600200	1996	1	40-44	29978	478939
7600200	1996	1	45-49	22982	478939
7600200	1996	1	50-54	17738	478939
7600200	1996	1	55-59	13096	478939
7600200	1996	1	60-64	9920	478939
7600200	1996	1	65-69	6983	478939
7600200	1996	1	70-74	4699	478939
7600200	1996	1	75-79	2711	478939
7600200	1996	1	80-84	2498	478939
7600200	1996	1	85	0	478939
7600200	1997	1	0-4	45279	488095
7600200	1997	1	5-9	47514	488095
7600200	1997	1	10-14	51083	488095
7600200	1997	1	15-19	54858	488095
7600200	1997	1	20-24	52580	488095
7600200	1997	1	25-29	46042	488095
7600200	1997	1	30-34	42240	488095
7600200	1997	1	35-39	35810	488095
7600200	1997	1	40-44	30560	488095
7600200	1997	1	45-49	23421	488095
7600200	1997	1	50-54	18063	488095
7600200	1997	1	55-59	13345	488095
7600200	1997	1	60-64	10099	488095
7600200	1997	1	65-69	7108	488095
7600200	1997	1	70-74	4786	488095
7600200	1997	1	75-79	2762	488095
7600200	1997	1	80-84	2545	488095
7600200	1997	1	85	0	488095
7600200	1998	1	0-4	46040	496289
7600200	1998	1	5-9	48312	496289
7600200	1998	1	10-14	51939	496289
7600200	1998	1	15-19	55779	496289
7600200	1998	1	20-24	53463	496289
7600200	1998	1	25-29	46815	496289
7600200	1998	1	30-34	42949	496289
7600200	1998	1	35-39	36411	496289
7600200	1998	1	40-44	31073	496289
7600200	1998	1	45-49	23814	496289
7600200	1998	1	50-54	18366	496289
7600200	1998	1	55-59	13569	496289
7600200	1998	1	60-64	10269	496289
7600200	1998	1	65-69	7228	496289
7600200	1998	1	70-74	4866	496289
7600200	1998	1	75-79	2808	496289
7600200	1998	1	80-84	2588	496289
7600200	1998	1	85	0	496289
7600200	1999	1	0-4	46766	504120
7600200	1999	1	5-9	49075	504120
7600200	1999	1	10-14	52758	504120
7600200	1999	1	15-19	56660	504120
7600200	1999	1	20-24	54306	504120
7600200	1999	1	25-29	47553	504120
7600200	1999	1	30-34	43627	504120
7600200	1999	1	35-39	36986	504120
7600200	1999	1	40-44	31563	504120
7600200	1999	1	45-49	24190	504120
7600200	1999	1	50-54	18656	504120
7600200	1999	1	55-59	13783	504120
7600200	1999	1	60-64	10431	504120
7600200	1999	1	65-69	7342	504120
7600200	1999	1	70-74	4943	504120
7600200	1999	1	75-79	2852	504120
7600200	1999	1	80-84	2629	504120
7600200	1999	1	85	0	504120
7600200	2000	1	0-4	46184	521055
7600200	2000	1	5-9	46170	521055
7600200	2000	1	10-14	49446	521055
7600200	2000	1	15-19	56945	521055
7600200	2000	1	20-24	58554	521055
7600200	2000	1	25-29	49082	521055
7600200	2000	1	30-34	43478	521055
7600200	2000	1	35-39	39904	521055
7600200	2000	1	40-44	34095	521055
7600200	2000	1	45-49	27541	521055
7600200	2000	1	50-54	21601	521055
7600200	2000	1	55-59	15318	521055
7600200	2000	1	60-64	11884	521055
7600200	2000	1	65-69	8282	521055
7600200	2000	1	70-74	5769	521055
7600200	2000	1	75-79	3555	521055
7600200	2000	1	80-84	3247	521055
7600200	2000	1	85	0	521055
7600200	2001	1	0-4	46971	529928
7600200	2001	1	5-9	46956	529928
7600200	2001	1	10-14	50288	529928
7600200	2001	1	15-19	57915	529928
7600200	2001	1	20-24	59551	529928
7600200	2001	1	25-29	49918	529928
7600200	2001	1	30-34	44219	529928
7600200	2001	1	35-39	40583	529928
7600200	2001	1	40-44	34675	529928
7600200	2001	1	45-49	28010	529928
7600200	2001	1	50-54	21969	529928
7600200	2001	1	55-59	15579	529928
7600200	2001	1	60-64	12087	529928
7600200	2001	1	65-69	8423	529928
7600200	2001	1	70-74	5867	529928
7600200	2001	1	75-79	3615	529928
7600200	2001	1	80-84	3302	529928
7600200	2001	1	85	0	529928
7600200	2002	1	0-4	47718	538347
7600200	2002	1	5-9	47702	538347
7600200	2002	1	10-14	51087	538347
7600200	2002	1	15-19	58835	538347
7600200	2002	1	20-24	60497	538347
7600200	2002	1	25-29	50710	538347
7600200	2002	1	30-34	44921	538347
7600200	2002	1	35-39	41228	538347
7600200	2002	1	40-44	35227	538347
7600200	2002	1	45-49	28455	538347
7600200	2002	1	50-54	22318	538347
7600200	2002	1	55-59	15826	538347
7600200	2002	1	60-64	12278	538347
7600200	2002	1	65-69	8557	538347
7600200	2002	1	70-74	5960	538347
7600200	2002	1	75-79	3673	538347
7600200	2002	1	80-84	3355	538347
7600200	2002	1	85	0	538347
7600200	2003	1	0-4	48428	546368
7600200	2003	1	5-9	48414	546368
7600200	2003	1	10-14	51849	546368
7600200	2003	1	15-19	59712	546368
7600200	2003	1	20-24	61398	546368
7600200	2003	1	25-29	51467	546368
7600200	2003	1	30-34	45590	546368
7600200	2003	1	35-39	41842	546368
7600200	2003	1	40-44	35751	546368
7600200	2003	1	45-49	28879	546368
7600200	2003	1	50-54	22650	546368
7600200	2003	1	55-59	16062	546368
7600200	2003	1	60-64	12462	546368
7600200	2003	1	65-69	8684	546368
7600200	2003	1	70-74	6049	546368
7600200	2003	1	75-79	3727	546368
7600200	2003	1	80-84	3404	546368
7600200	2003	1	85	0	546368
7600200	2004	1	0-4	49138	554369
7600200	2004	1	5-9	49121	554369
7600200	2004	1	10-14	52607	554369
7600200	2004	1	15-19	60586	554369
7600200	2004	1	20-24	62298	554369
7600200	2004	1	25-29	52221	554369
7600200	2004	1	30-34	46258	554369
7600200	2004	1	35-39	42455	554369
7600200	2004	1	40-44	36275	554369
7600200	2004	1	45-49	29302	554369
7600200	2004	1	50-54	22982	554369
7600200	2004	1	55-59	16297	554369
7600200	2004	1	60-64	12645	554369
7600200	2004	1	65-69	8811	554369
7600200	2004	1	70-74	6137	554369
7600200	2004	1	75-79	3782	554369
7600200	2004	1	80-84	3454	554369
7600200	2004	1	85	0	554369
7600200	2005	1	0-4	50748	572539
7600200	2005	1	5-9	50733	572539
7600200	2005	1	10-14	54331	572539
7600200	2005	1	15-19	62571	572539
7600200	2005	1	20-24	64339	572539
7600200	2005	1	25-29	53932	572539
7600200	2005	1	30-34	47774	572539
7600200	2005	1	35-39	43847	572539
7600200	2005	1	40-44	37463	572539
7600200	2005	1	45-49	30263	572539
7600200	2005	1	50-54	23735	572539
7600200	2005	1	55-59	16832	572539
7600200	2005	1	60-64	13059	572539
7600200	2005	1	65-69	9100	572539
7600200	2005	1	70-74	6339	572539
7600200	2005	1	75-79	3906	572539
7600200	2005	1	80-84	3567	572539
7600200	2005	1	85	0	572539
7600200	2006	1	0-4	51568	581792
7600200	2006	1	5-9	51552	581792
7600200	2006	1	10-14	55211	581792
7600200	2006	1	15-19	63582	581792
7600200	2006	1	20-24	65379	581792
7600200	2006	1	25-29	54803	581792
7600200	2006	1	30-34	48546	581792
7600200	2006	1	35-39	44555	581792
7600200	2006	1	40-44	38069	581792
7600200	2006	1	45-49	30751	581792
7600200	2006	1	50-54	24119	581792
7600200	2006	1	55-59	17104	581792
7600200	2006	1	60-64	13270	581792
7600200	2006	1	65-69	9248	581792
7600200	2006	1	70-74	6441	581792
7600200	2006	1	75-79	3969	581792
7600200	2006	1	80-84	3625	581792
7600200	2006	1	85	0	581792
7600200	2007	1	0-4	47094	588132
7600200	2007	1	5-9	48644	588132
7600200	2007	1	10-14	49530	588132
7600200	2007	1	15-19	52473	588132
7600200	2007	1	20-24	59342	588132
7600200	2007	1	25-29	63044	588132
7600200	2007	1	30-34	53905	588132
7600200	2007	1	35-39	44437	588132
7600200	2007	1	40-44	40356	588132
7600200	2007	1	45-49	35128	588132
7600200	2007	1	50-54	28221	588132
7600200	2007	1	55-59	21878	588132
7600200	2007	1	60-64	15627	588132
7600200	2007	1	65-69	11101	588132
7600200	2007	1	70-74	7670	588132
7600200	2007	1	75-79	4810	588132
7600200	2007	1	80-84	4872	588132
7600200	2007	1	85	0	588132
7600200	2008	1	0-4	46170	599896
7600200	2008	1	5-9	49656	599896
7600200	2008	1	10-14	50001	599896
7600200	2008	1	15-19	52749	599896
7600200	2008	1	20-24	58575	599896
7600200	2008	1	25-29	63757	599896
7600200	2008	1	30-34	56980	599896
7600200	2008	1	35-39	45783	599896
7600200	2008	1	40-44	41070	599896
7600200	2008	1	45-49	36365	599896
7600200	2008	1	50-54	29474	599896
7600200	2008	1	55-59	22853	599896
7600200	2008	1	60-64	16687	599896
7600200	2008	1	65-69	11485	599896
7600200	2008	1	70-74	8114	599896
7600200	2008	1	75-79	5012	599896
7600200	2008	1	80-84	5165	599896
7600200	2008	1	85	0	599896
7600200	2009	1	0-4	44828	607281
7600200	2009	1	5-9	50100	607281
7600200	2009	1	10-14	50129	607281
7600200	2009	1	15-19	52772	607281
7600200	2009	1	20-24	57480	607281
7600200	2009	1	25-29	63757	607281
7600200	2009	1	30-34	59461	607281
7600200	2009	1	35-39	47052	607281
7600200	2009	1	40-44	41554	607281
7600200	2009	1	45-49	37288	607281
7600200	2009	1	50-54	30528	607281
7600200	2009	1	55-59	23694	607281
7600200	2009	1	60-64	17631	607281
7600200	2009	1	65-69	11876	607281
7600200	2009	1	70-74	8494	607281
7600200	2009	1	75-79	5208	607281
7600200	2009	1	80-84	5429	607281
7600200	2009	1	85	0	607281
7600200	2010	1	0-4	42933	620857
7600200	2010	1	5-9	44189	620857
7600200	2010	1	10-14	50019	620857
7600200	2010	1	15-19	55171	620857
7600200	2010	1	20-24	64221	620857
7600200	2010	1	25-29	64092	620857
7600200	2010	1	30-34	58341	620857
7600200	2010	1	35-39	49000	620857
7600200	2010	1	40-44	43686	620857
7600200	2010	1	45-49	38572	620857
7600200	2010	1	50-54	32488	620857
7600200	2010	1	55-59	25325	620857
7600200	2010	1	60-64	18723	620857
7600200	2010	1	65-69	12997	620857
7600200	2010	1	70-74	9459	620857
7600200	2010	1	75-79	5804	620857
7600200	2010	1	80-84	5837	620857
7600200	2010	1	85	0	620857
7600200	2011	1	0-4	43465	628555
7600200	2011	1	5-9	44737	628555
7600200	2011	1	10-14	50639	628555
7600200	2011	1	15-19	55855	628555
7600200	2011	1	20-24	65017	628555
7600200	2011	1	25-29	64887	628555
7600200	2011	1	30-34	59065	628555
7600200	2011	1	35-39	49608	628555
7600200	2011	1	40-44	44228	628555
7600200	2011	1	45-49	39050	628555
7600200	2011	1	50-54	32891	628555
7600200	2011	1	55-59	25639	628555
7600200	2011	1	60-64	18955	628555
7600200	2011	1	65-69	13158	628555
7600200	2011	1	70-74	9576	628555
7600200	2011	1	75-79	5876	628555
7600200	2011	1	80-84	5909	628555
7600200	2011	1	85	0	628555
7600200	2012	1	0-4	43981	636006
7600200	2012	1	5-9	45268	636006
7600200	2012	1	10-14	51239	636006
7600200	2012	1	15-19	56517	636006
7600200	2012	1	20-24	65788	636006
7600200	2012	1	25-29	65656	636006
7600200	2012	1	30-34	59764	636006
7600200	2012	1	35-39	50195	636006
7600200	2012	1	40-44	44752	636006
7600200	2012	1	45-49	39513	636006
7600200	2012	1	50-54	33281	636006
7600200	2012	1	55-59	25943	636006
7600200	2012	1	60-64	19180	636006
7600200	2012	1	65-69	13314	636006
7600200	2012	1	70-74	9690	636006
7600200	2012	1	75-79	5946	636006
7600200	2012	1	80-84	5979	636006
7600200	2012	1	85	0	636006
7600200	1993	2	0-4	47077	500081
7600200	1993	2	5-9	49756	500081
7600200	1993	2	10-14	52115	500081
7600200	1993	2	15-19	57256	500081
7600200	1993	2	20-24	55775	500081
7600200	1993	2	25-29	51021	500081
7600200	1993	2	30-34	43564	500081
7600200	1993	2	35-39	35919	500081
7600200	1993	2	40-44	28151	500081
7600200	1993	2	45-49	21277	500081
7600200	1993	2	50-54	16235	500081
7600200	1993	2	55-59	13251	500081
7600200	1993	2	60-64	10368	500081
7600200	1993	2	65-69	7514	500081
7600200	1993	2	70-74	4848	500081
7600200	1993	2	75-79	3210	500081
7600200	1993	2	80-84	2744	500081
7600200	1993	2	85	0	500081
7600200	1994	2	0-4	47859	508393
7600200	1994	2	5-9	50583	508393
7600200	1994	2	10-14	52982	508393
7600200	1994	2	15-19	58208	508393
7600200	1994	2	20-24	56701	508393
7600200	1994	2	25-29	51869	508393
7600200	1994	2	30-34	44288	508393
7600200	1994	2	35-39	36516	508393
7600200	1994	2	40-44	28619	508393
7600200	1994	2	45-49	21631	508393
7600200	1994	2	50-54	16505	508393
7600200	1994	2	55-59	13471	508393
7600200	1994	2	60-64	10540	508393
7600200	1994	2	65-69	7639	508393
7600200	1994	2	70-74	4928	508393
7600200	1994	2	75-79	3264	508393
7600200	1994	2	80-84	2790	508393
7600200	1994	2	85	0	508393
7600200	1995	2	0-4	48622	516498
7600200	1995	2	5-9	51390	516498
7600200	1995	2	10-14	53826	516498
7600200	1995	2	15-19	59136	516498
7600200	1995	2	20-24	57605	516498
7600200	1995	2	25-29	52696	516498
7600200	1995	2	30-34	44994	516498
7600200	1995	2	35-39	37098	516498
7600200	1995	2	40-44	29075	516498
7600200	1995	2	45-49	21976	516498
7600200	1995	2	50-54	16768	516498
7600200	1995	2	55-59	13686	516498
7600200	1995	2	60-64	10708	516498
7600200	1995	2	65-69	7761	516498
7600200	1995	2	70-74	5007	516498
7600200	1995	2	75-79	3316	516498
7600200	1995	2	80-84	2834	516498
7600200	1995	2	85	0	516498
7600200	1996	2	0-4	43144	523242
7600200	1996	2	5-9	44963	523242
7600200	1996	2	10-14	50868	523242
7600200	1996	2	15-19	58677	523242
7600200	1996	2	20-24	57323	523242
7600200	1996	2	25-29	50782	523242
7600200	1996	2	30-34	47407	523242
7600200	1996	2	35-39	40859	523242
7600200	1996	2	40-44	34145	523242
7600200	1996	2	45-49	26249	523242
7600200	1996	2	50-54	19541	523242
7600200	1996	2	55-59	14662	523242
7600200	1996	2	60-64	12087	523242
7600200	1996	2	65-69	8950	523242
7600200	1996	2	70-74	6085	523242
7600200	1996	2	75-79	3835	523242
7600200	1996	2	80-84	3665	523242
7600200	1996	2	85	0	523242
7600200	1997	2	0-4	43943	533343
7600200	1997	2	5-9	45814	533343
7600200	1997	2	10-14	51843	533343
7600200	1997	2	15-19	59811	533343
7600200	1997	2	20-24	58441	533343
7600200	1997	2	25-29	51778	533343
7600200	1997	2	30-34	48327	533343
7600200	1997	2	35-39	41656	533343
7600200	1997	2	40-44	34808	533343
7600200	1997	2	45-49	26761	533343
7600200	1997	2	50-54	19923	533343
7600200	1997	2	55-59	14947	533343
7600200	1997	2	60-64	12317	533343
7600200	1997	2	65-69	9125	533343
7600200	1997	2	70-74	6205	533343
7600200	1997	2	75-79	3906	533343
7600200	1997	2	80-84	3738	533343
7600200	1997	2	85	0	533343
7600200	1998	2	0-4	44681	542297
7600200	1998	2	5-9	46584	542297
7600200	1998	2	10-14	52713	542297
7600200	1998	2	15-19	60814	542297
7600200	1998	2	20-24	59422	542297
7600200	1998	2	25-29	52647	542297
7600200	1998	2	30-34	49138	542297
7600200	1998	2	35-39	42355	542297
7600200	1998	2	40-44	35393	542297
7600200	1998	2	45-49	27210	542297
7600200	1998	2	50-54	20258	542297
7600200	1998	2	55-59	15198	542297
7600200	1998	2	60-64	12524	542297
7600200	1998	2	65-69	9278	542297
7600200	1998	2	70-74	6309	542297
7600200	1998	2	75-79	3972	542297
7600200	1998	2	80-84	3801	542297
7600200	1998	2	85	0	542297
7600200	1999	2	0-4	45386	550847
7600200	1999	2	5-9	47318	550847
7600200	1999	2	10-14	53544	550847
7600200	1999	2	15-19	61773	550847
7600200	1999	2	20-24	60359	550847
7600200	1999	2	25-29	53478	550847
7600200	1999	2	30-34	49913	550847
7600200	1999	2	35-39	43023	550847
7600200	1999	2	40-44	35951	550847
7600200	1999	2	45-49	27639	550847
7600200	1999	2	50-54	20577	550847
7600200	1999	2	55-59	15438	550847
7600200	1999	2	60-64	12721	550847
7600200	1999	2	65-69	9424	550847
7600200	1999	2	70-74	6408	550847
7600200	1999	2	75-79	4035	550847
7600200	1999	2	80-84	3860	550847
7600200	1999	2	85	0	550847
7600200	2000	2	0-4	44536	571952
7600200	2000	2	5-9	45053	571952
7600200	2000	2	10-14	48911	571952
7600200	2000	2	15-19	61085	571952
7600200	2000	2	20-24	63681	571952
7600200	2000	2	25-29	54211	571952
7600200	2000	2	30-34	49325	571952
7600200	2000	2	35-39	46432	571952
7600200	2000	2	40-44	40210	571952
7600200	2000	2	45-49	32429	571952
7600200	2000	2	50-54	24882	571952
7600200	2000	2	55-59	17750	571952
7600200	2000	2	60-64	14464	571952
7600200	2000	2	65-69	10863	571952
7600200	2000	2	70-74	7945	571952
7600200	2000	2	75-79	5045	571952
7600200	2000	2	80-84	5130	571952
7600200	2000	2	85	0	571952
7600200	2001	2	0-4	45294	581695
7600200	2001	2	5-9	45821	581695
7600200	2001	2	10-14	49744	581695
7600200	2001	2	15-19	62126	581695
7600200	2001	2	20-24	64766	581695
7600200	2001	2	25-29	55134	581695
7600200	2001	2	30-34	50165	581695
7600200	2001	2	35-39	47223	581695
7600200	2001	2	40-44	40895	581695
7600200	2001	2	45-49	32981	581695
7600200	2001	2	50-54	25306	581695
7600200	2001	2	55-59	18052	581695
7600200	2001	2	60-64	14710	581695
7600200	2001	2	65-69	11048	581695
7600200	2001	2	70-74	8081	581695
7600200	2001	2	75-79	5131	581695
7600200	2001	2	80-84	5218	581695
7600200	2001	2	85	0	581695
7600200	2002	2	0-4	46013	590927
7600200	2002	2	5-9	46548	590927
7600200	2002	2	10-14	50533	590927
7600200	2002	2	15-19	63112	590927
7600200	2002	2	20-24	65794	590927
7600200	2002	2	25-29	56010	590927
7600200	2002	2	30-34	50961	590927
7600200	2002	2	35-39	47973	590927
7600200	2002	2	40-44	41544	590927
7600200	2002	2	45-49	33505	590927
7600200	2002	2	50-54	25707	590927
7600200	2002	2	55-59	18339	590927
7600200	2002	2	60-64	14944	590927
7600200	2002	2	65-69	11223	590927
7600200	2002	2	70-74	8209	590927
7600200	2002	2	75-79	5212	590927
7600200	2002	2	80-84	5300	590927
7600200	2002	2	85	0	590927
7600200	2003	2	0-4	46699	599735
7600200	2003	2	5-9	47241	599735
7600200	2003	2	10-14	51286	599735
7600200	2003	2	15-19	64051	599735
7600200	2003	2	20-24	66775	599735
7600200	2003	2	25-29	56844	599735
7600200	2003	2	30-34	51721	599735
7600200	2003	2	35-39	48688	599735
7600200	2003	2	40-44	42164	599735
7600200	2003	2	45-49	34004	599735
7600200	2003	2	50-54	26091	599735
7600200	2003	2	55-59	18612	599735
7600200	2003	2	60-64	15166	599735
7600200	2003	2	65-69	11391	599735
7600200	2003	2	70-74	8331	599735
7600200	2003	2	75-79	5291	599735
7600200	2003	2	80-84	5380	599735
7600200	2003	2	85	0	599735
7600200	2004	2	0-4	47384	608528
7600200	2004	2	5-9	47935	608528
7600200	2004	2	10-14	52038	608528
7600200	2004	2	15-19	64991	608528
7600200	2004	2	20-24	67753	608528
7600200	2004	2	25-29	57677	608528
7600200	2004	2	30-34	52479	608528
7600200	2004	2	35-39	49402	608528
7600200	2004	2	40-44	42781	608528
7600200	2004	2	45-49	34503	608528
7600200	2004	2	50-54	26473	608528
7600200	2004	2	55-59	18885	608528
7600200	2004	2	60-64	15388	608528
7600200	2004	2	65-69	11558	608528
7600200	2004	2	70-74	8454	608528
7600200	2004	2	75-79	5368	608528
7600200	2004	2	80-84	5459	608528
7600200	2004	2	85	0	608528
7600200	2005	2	0-4	48936	628468
7600200	2005	2	5-9	49504	628468
7600200	2005	2	10-14	53745	628468
7600200	2005	2	15-19	67121	628468
7600200	2005	2	20-24	69974	628468
7600200	2005	2	25-29	59567	628468
7600200	2005	2	30-34	54199	628468
7600200	2005	2	35-39	51020	628468
7600200	2005	2	40-44	44184	628468
7600200	2005	2	45-49	35633	628468
7600200	2005	2	50-54	27341	628468
7600200	2005	2	55-59	19503	628468
7600200	2005	2	60-64	15892	628468
7600200	2005	2	65-69	11937	628468
7600200	2005	2	70-74	8730	628468
7600200	2005	2	75-79	5544	628468
7600200	2005	2	80-84	5638	628468
7600200	2005	2	85	0	628468
7600200	2006	2	0-4	49727	638620
7600200	2006	2	5-9	50304	638620
7600200	2006	2	10-14	54612	638620
7600200	2006	2	15-19	68206	638620
7600200	2006	2	20-24	71104	638620
7600200	2006	2	25-29	60530	638620
7600200	2006	2	30-34	55074	638620
7600200	2006	2	35-39	51845	638620
7600200	2006	2	40-44	44897	638620
7600200	2006	2	45-49	36209	638620
7600200	2006	2	50-54	27782	638620
7600200	2006	2	55-59	19819	638620
7600200	2006	2	60-64	16149	638620
7600200	2006	2	65-69	12129	638620
7600200	2006	2	70-74	8872	638620
7600200	2006	2	75-79	5633	638620
7600200	2006	2	80-84	5728	638620
7600200	2006	2	85	0	638620
7600200	2007	2	0-4	45276	651519
7600200	2007	2	5-9	47755	651519
7600200	2007	2	10-14	49510	651519
7600200	2007	2	15-19	52560	651519
7600200	2007	2	20-24	63625	651519
7600200	2007	2	25-29	69317	651519
7600200	2007	2	30-34	59387	651519
7600200	2007	2	35-39	51066	651519
7600200	2007	2	40-44	47973	651519
7600200	2007	2	45-49	42468	651519
7600200	2007	2	50-54	34785	651519
7600200	2007	2	55-59	27285	651519
7600200	2007	2	60-64	19756	651519
7600200	2007	2	65-69	14639	651519
7600200	2007	2	70-74	10830	651519
7600200	2007	2	75-79	7370	651519
7600200	2007	2	80-84	7917	651519
7600200	2007	2	85	0	651519
7600200	2008	2	0-4	44388	665498
7600200	2008	2	5-9	48724	665498
7600200	2008	2	10-14	50053	665498
7600200	2008	2	15-19	52999	665498
7600200	2008	2	20-24	61809	665498
7600200	2008	2	25-29	70271	665498
7600200	2008	2	30-34	62663	665498
7600200	2008	2	35-39	52359	665498
7600200	2008	2	40-44	48750	665498
7600200	2008	2	45-49	44040	665498
7600200	2008	2	50-54	36447	665498
7600200	2008	2	55-59	28842	665498
7600200	2008	2	60-64	21302	665498
7600200	2008	2	65-69	15193	665498
7600200	2008	2	70-74	11454	665498
7600200	2008	2	75-79	7737	665498
7600200	2008	2	80-84	8467	665498
7600200	2008	2	85	0	665498
7600200	2009	2	0-4	43102	674692
7600200	2009	2	5-9	49139	674692
7600200	2009	2	10-14	50237	674692
7600200	2009	2	15-19	53235	674692
7600200	2009	2	20-24	59691	674692
7600200	2009	2	25-29	70320	674692
7600200	2009	2	30-34	65357	674692
7600200	2009	2	35-39	53521	674692
7600200	2009	2	40-44	49211	674692
7600200	2009	2	45-49	45246	674692
7600200	2009	2	50-54	37826	674692
7600200	2009	2	55-59	30220	674692
7600200	2009	2	60-64	22743	674692
7600200	2009	2	65-69	15776	674692
7600200	2009	2	70-74	12010	674692
7600200	2009	2	75-79	8077	674692
7600200	2009	2	80-84	8981	674692
7600200	2009	2	85	0	674692
7600200	2010	2	0-4	41532	681144
7600200	2010	2	5-9	42642	681144
7600200	2010	2	10-14	49326	681144
7600200	2010	2	15-19	56556	681144
7600200	2010	2	20-24	67610	681144
7600200	2010	2	25-29	68361	681144
7600200	2010	2	30-34	63089	681144
7600200	2010	2	35-39	53809	681144
7600200	2010	2	40-44	49936	681144
7600200	2010	2	45-49	45628	681144
7600200	2010	2	50-54	39301	681144
7600200	2010	2	55-59	31492	681144
7600200	2010	2	60-64	23737	681144
7600200	2010	2	65-69	16597	681144
7600200	2010	2	70-74	12904	681144
7600200	2010	2	75-79	8791	681144
7600200	2010	2	80-84	9833	681144
7600200	2010	2	85	0	681144
7600200	2011	2	0-4	42048	689594
7600200	2011	2	5-9	43172	689594
7600200	2011	2	10-14	49938	689594
7600200	2011	2	15-19	57257	689594
7600200	2011	2	20-24	68449	689594
7600200	2011	2	25-29	69209	689594
7600200	2011	2	30-34	63871	689594
7600200	2011	2	35-39	54476	689594
7600200	2011	2	40-44	50555	689594
7600200	2011	2	45-49	46194	689594
7600200	2011	2	50-54	39788	689594
7600200	2011	2	55-59	31883	689594
7600200	2011	2	60-64	24031	689594
7600200	2011	2	65-69	16803	689594
7600200	2011	2	70-74	13064	689594
7600200	2011	2	75-79	8900	689594
7600200	2011	2	80-84	9956	689594
7600200	2011	2	85	0	689594
7600200	2012	2	0-4	42545	697761
7600200	2012	2	5-9	43681	697761
7600200	2012	2	10-14	50530	697761
7600200	2012	2	15-19	57937	697761
7600200	2012	2	20-24	69259	697761
7600200	2012	2	25-29	70028	697761
7600200	2012	2	30-34	64629	697761
7600200	2012	2	35-39	55122	697761
7600200	2012	2	40-44	51154	697761
7600200	2012	2	45-49	46741	697761
7600200	2012	2	50-54	40260	697761
7600200	2012	2	55-59	32260	697761
7600200	2012	2	60-64	24316	697761
7600200	2012	2	65-69	17002	697761
7600200	2012	2	70-74	13219	697761
7600200	2012	2	75-79	9005	697761
7600200	2012	2	80-84	10073	697761
7600200	2012	2	85	0	697761
15200100	1998	1	0-4	16832	179939
15200100	1998	1	5-9	18749	179939
15200100	1998	1	10-14	18184	179939
15200100	1998	1	15-19	16342	179939
15200100	1998	1	20-24	14379	179939
15200100	1998	1	25-29	13745	179939
15200100	1998	1	30-34	14450	179939
15200100	1998	1	35-39	14510	179939
15200100	1998	1	40-44	11653	179939
15200100	1998	1	45-49	9459	179939
15200100	1998	1	50-54	7763	179939
15200100	1998	1	55-59	6504	179939
15200100	1998	1	60-64	5242	179939
15200100	1998	1	65-69	4496	179939
15200100	1998	1	70-74	3219	179939
15200100	1998	1	75-79	2299	179939
15200100	1998	1	80-84	2113	179939
15200100	1998	1	85	0	179939
15200100	1999	1	0-4	16279	180990
15200100	1999	1	5-9	18736	180990
15200100	1999	1	10-14	18538	180990
15200100	1999	1	15-19	16582	180990
